family_name	first_name	other_name	Count
Allen	Hubert	NA	1
Aurelius	Bengt	NA	1
NA	NA	Norbeck, Axel;Österling, Astrid	1
NA	NA	Westring, Carl;Hollenius, Johan Lorentz	1
Foghelin	J B	NA	1
Elgh	Mauritz	NA	1
Sjöstrand	John Olof Immanuel	NA	1
Kornitzky	Hansgeorg	NA	1
NA	NA	Lagergren Nils	1
Lönnrot	Oscar Fredrik	NA	1
Leconte	Casimir	NA	1
Ålander	Carl	NA	1
Joleik	Albert	NA	1
Cederström	Th. Fred. Theodorus	NA	1
Bittner	Anton	NA	1
NA	NA	Hopf, Albert.;Flodmark, Johan	1
Staaf	Gustaf	NA	1
Ehrström	Otto	NA	1
Luth	Pehr	NA	1
Runbom	Johan	NA	1
NA	NA	Gustawsson, Karl Alfred;Westlund, Per-Olof	1
Fliedner	Theodor	NA	1
Fliche	Augustin	NA	1
Schmidt	E	NA	1
Flensburg	Ernst	NA	1
Flensburg	Emil	NA	1
Flemming	Steen	NA	1
Kleeck	Mary van	NA	1
Matvejew	Irina	NA	1
Fjaestad	Gustaf Adolf	NA	1
Eliason	Hjalmar	NA	1
NA	NA	havsfiskerikongresser	1
NA	NA	Gerhard, Karl,;Sylvain, Jules,;Sylvain, Jules	1
Gerson	Stanley	NA	1
NA	NA	Welander, Tor Birger,;Collin, Carl S. R.	1
Kirkpatrick	John	NA	1
Fischer	Alex	NA	1
Humble	Verner	NA	1
Gylling	C. O	NA	1
Sylwan	Vivi	NA	1
Sthyr	Jørgen	NA	1
NA	NA	Leino, Eino,;Stenberg, Herman	1
NA	NA	Schulman, Hugo;Nordenstreng, Sigurd	1
Sandström	Håkan	NA	1
Finn	Anders	NA	1
Eddy	G. S	NA	1
Meyer	L F	NA	1
NA	NA	Björkman, Stig M. H:son;Hander, Henry	1
Filla	Emil	NA	1
NA	NA	Bykov, G V;Komarova, T A	1
Fieschi	Giuseppe	NA	1
Serrière	A	NA	1
Hoelemann	Emil	NA	1
Meurman	Y	NA	1
Delanay	Germaine	NA	1
Lundsgaard	Grethe	NA	1
Fett	Per	NA	1
Fesenko	Tat'jana	NA	1
Fersen	von	NA	1
Bocchina Antoniazzo	Anna	NA	1
Mallet	Fredric	NA	1
Häggblad	Johan	NA	1
Fryksell	Erland	NA	1
Féron	Johan Erik	NA	1
NA	NA	Sighvatr Þórðarson,;Sighvatr Þórðarson,;Sighvatr Þórðarson	1
Peterson	A. G	NA	1
Oskarsson	Tore Herbert	NA	1
NA	NA	Möller, Jon Monrad;Tolderlund-Hansen, Gustav	1
Ferber	Johann Jacob	NA	1
NA	NA	Charles Georges	1
NA	NA	Naville, Ernest,;Bohlin, Anna,;Bohlin, Torsten	1
NA	NA	Mr. Chill	1
NA	NA	Valentin, Guido,;Eriksson, Eskil	1
Fahlberg	Maria	NA	1
Holmström	E	NA	1
Petersen	Arvid	NA	1
Svedelius	E	NA	1
Feilberg	Henning Frederik	NA	1
Fels	Joseph	NA	1
Nordin	Åke	NA	1
NA	NA	Meder, Ragnar Erling;Sundén, Hjalmar	1
Härnqvist	Margareta	NA	1
NA	NA	Nordenskjöld, Otto,;Felix, Johannes	1
von Feilitzen	Otto Th. Fabian	NA	1
NA	NA	Lugner, Ivar;Nyström, Elis	1
NA	NA	Lugner, Ivar;Hjertstedt, Henning Julius Ferdinand	1
Haglund	Emil	NA	1
Olivaera Lima	A.M.B de	NA	1
Rodin	I. T	NA	1
NA	NA	Blom, Katharina;Hjuler, Marie	1
NA	NA	Colldén, Olof Jonas;Edman, Johan	1
Hedman	Andreas	NA	1
Lagerheim	Gustaf Adolf	NA	1
Lüdeke	Johan Anton August	NA	1
Svedelius	Johannes	NA	1
Karlin	Eric	NA	1
Juringius	S	NA	1
Bergström	Johannes C	NA	1
Ljungberg	Lars	NA	1
Mossberg	Johan Ludvig	NA	1
NA	NA	Alving, Barbro,;Brunius, Célie,;Stavenow, Åke	1
Hedman	Karl	NA	1
Löfvenius	Daniel	NA	1
Ladau	Johan Fredrik	NA	1
Grahl	Jacob Georg	NA	1
Berg	Anders	NA	1
Rydberg	Carl Petrus	NA	1
Lindskog	Petrus E	NA	1
Gustorff	Johan Daniel	NA	1
Berndtson	Bernhard	NA	1
Brusewitz	Erik Elias	NA	1
Strandberg	Christoffer	NA	1
Bergegren	Andreas	NA	1
Fougberg	Adolf	NA	1
Forslind	Carl	NA	1
Milenius	Andreas	NA	1
Thim	Isaac Daniel	NA	1
Bolin	Jacob Jacobsson	NA	1
Thavenius	Olof	NA	1
Graak	Johan Bernhard	NA	1
Selander	Anders Ludvig	NA	1
NA	NA	Sellstedt, Olof Peter,;Backlund, Joseph	1
Schröderheim	Göran Ulrik	NA	1
Tengborg	Magnus	NA	1
Hultin	Olof	NA	1
Rehn	Carl Johan	NA	1
Grape	Isak	NA	1
Fant	Michael	NA	1
Waldius	Lars	NA	1
Rothoff	Karl Axel	NA	1
Ahlberg	Johan	NA	1
Behm	Johan Magnus	NA	1
Bergius	Johan	NA	1
Burman	Fale	NA	1
Hesselgren	Matthias	NA	1
Wangstelius	Andreas	NA	1
Werner	Johan Peter	NA	1
Tollesson	Johan Carl	NA	1
Gestrin	Nathanael	NA	1
Zachrisson	Johan Eric	NA	1
Lindeström	Carl	NA	1
Gestrin	Samuel	NA	1
Petrejus	Johannes Gabriel	NA	1
Remmer	Andreas	NA	1
Gestrin	Sven Eric	NA	1
Sidrén	Jonas	NA	1
Ullgren	Emanuel	NA	1
Bierkén	Carl Gustav af	NA	1
Borgström	Johan	NA	1
Gnospelius	Nathanael	NA	1
Almquist	Erik Abraham	NA	1
Silfverbrand	Martin Efraim	NA	1
Lagergren	Petrus	NA	1
Uhr	Petrus Nicolaus	NA	1
Dahlman	Andreas	NA	1
Årman	Carl Peter	NA	1
Kihlstedt	Carl Olof	NA	1
Lidén	Carl Olof	NA	1
Ekerman	Johan	NA	1
Löwenhielm	Severin	NA	1
Beronius	Johan	NA	1
Siberg	Lars	NA	1
Girelius	Johan Jacob	NA	1
Karp	Johan Fredric	NA	1
Schenström	Magnus	NA	1
Bill	Eric Nils	NA	1
Askelöf	Carl Eric	NA	1
NA	NA	Krapp, Claudius;Stenbäck, Jonas	1
Isander	Lars Jacob	NA	1
Högberg	Johannes J	NA	1
Schröder	Johan	NA	1
Winbom	Andreas	NA	1
Enebom	Adolph Ludvig	NA	1
Tannström	Nils Magnus af	NA	1
NA	NA	Claesson, Thomas;Fagerborg, Andreas	1
Sundius	Olof	NA	1
Lindquist	Olof	NA	1
Thorsseen	Bengt Gustaf	NA	1
Wahlberg	Lars Fredrik	NA	1
Wijkman	Caspar	NA	1
Tersmeden	Nils	NA	1
Ruckman	Carl Gustav	NA	1
Köhler	Matthias M	NA	1
Lidin	Olof	NA	1
Grundén	Abraham Julius	NA	1
Waldenström	Gustav	NA	1
Nibelius	Carl Erik	NA	1
Korsberger	Johan Gustaf	NA	1
Festing	Gustaf	NA	1
Edfeldt	Jacob	NA	1
Wiberg	Magnus Adolf	NA	1
Dillner	Olof	NA	1
Schröderheim	Georg Ulrik	NA	1
Löfvenius	Erik	NA	1
Lychnell	Petrus	NA	1
NA	NA	Volk. Illustr	1
Fallenius	Carl Magnus	NA	1
Pettersson	Carl Vilhelm	NA	1
Lovén	Sven	NA	1
Björman	J. J	NA	1
Holmquist	Johan Henrik	NA	1
NA	NA	Höglund, Arvid,;Lindberg, Arne	1
Falkenberg	Anna Mathilda f. Lindgren	NA	1
NA	NA	f.Åmark];Falk, Signe Maria Lizinka	1
Björling	Carl Fabian Emanuel	NA	1
NA	NA	Fürst, Carl Andreas;Jonsson John W	1
Schön	Carl Julius	NA	1
NA	NA	Hasse, Nils,;Strömstedt, Karl Egon	1
NA	NA	Ge-Ge Pseud	1
Andersson	Harald	NA	1
Falk	Johan	NA	1
Mills	Kerry	NA	1
NA	NA	Kaplan, Irma;Calder, Carol	1
Fahlroths	S F	NA	1
NA	NA	f. Timm	1
Keller	Emilie	NA	1
Graft	Cornelia Catharina van de	NA	1
Håhl	Johan Isaac	NA	1
NA	NA	Lorentz Peter	1
Haage	Erik Helge	NA	1
Dahlberg	Elvira	NA	1
Fagerström	Johan	NA	1
Fagerberg	släkten	NA	1
NA	NA	Mannerheim, Sophie,;Nylander, E	1
Feilitzen	Carl Axel Hjalmar von	NA	1
Fabricius	L P	NA	1
Fabre	Paul	NA	1
Kumlien	Ludvig Gideon	NA	1
NA	NA	Suhm, Peter Frederik,;Grímur Jónsson Thorkelín	1
NA	NA	Gebhard, Hannes;Lavonius, W. A.	1
Svenning	John	NA	1
Eynard	Jean Gabriel	NA	1
Kallós	Paul	NA	1
Svedelius	Georg	NA	1
Landsberg	O H	NA	1
Ewert	Christian Fredrik	NA	1
Lorentzen	Chr B	NA	1
Höglund	A Th	NA	1
Serboni	Anders	NA	1
NA	NA	Dahlsgaard, Marius,;Henningsen, Erik	1
Ewald	Theodor	NA	1
Küchler	Carl	NA	1
Sjöbring	Petrus	NA	1
Eliæson	Fredric	NA	1
Rundbäck	Abraham	NA	1
Wiemer	Anders	NA	1
Ölander	Gustav Arne	NA	1
NA	NA	f. Bernklau	1
NA	NA	prinsessa af Sverige	1
Simonett	Christoph	NA	1
NA	NA	Ramel, Povel,;Gleason, Dick.	1
NA	NA	Hallwood, E.;Sundelöf, Fritz Gustaf	1
NA	NA	prince d'	1
NA	NA	Hannerz, Stig,;Sicard, Harald von	1
Olsson	Alfr	NA	1
Essen	Gustaf von	NA	1
Fodor	Gyula	NA	1
Sykäri	Hulda	NA	1
Korjula	J. V	NA	1
Wood	Elaine A	NA	1
Sandberg	Rolf Chr	NA	1
Espling	Olof	NA	1
NA	NA	Hackman, Victor Axel Laitakari;Aarne Vihtori, Wilkman;Wanold Wrydon	1
Eschstruth	Nataly von	NA	1
Notman	Christian Georg	NA	1
Dahlbäck	Ebo	NA	1
Johnson	Anders August	NA	1
Ernberg	släkten	NA	1
NA	NA	Körling, Felix,;Österberg, Axel Fr.	1
Köhler	Hilding	NA	1
NA	NA	i Oljonsby];Ersson, Dordlofwa Eric	1
Ersdotter	Stina	NA	1
Mariano	Emilio	NA	1
NA	NA	baron d'	1
NA	NA	Petterson, Anna Charlotta;Ångström, Margareta	1
Gustafsson	Uno	NA	1
Ernkvist	Sven	NA	1
NA	NA	Ighe, Ivar,;Palmquist, Eric	1
NA	NA	f. Hagberg	1
NA	NA	Erlandsson, Theodor,;Nihlén, John Valfrid	1
NA	NA	Louis Sigurd , Elgström;Agnes	1
NA	NA	Vasenius, Valfrid,;Gallen-Kallela, Akseli	1
Tron	Alessandro	NA	1
NA	NA	Alfred Robert	1
NA	NA	Erixson, Sven X-et,;Blomberg, Erik	1
NA	NA	pastor	1
NA	NA	Erixon, Sigurd,;Silow, Alvar	1
Schodder	Karl	NA	1
Kjellberg	Henrik	NA	1
Laurens	Carl-Olof	NA	1
Eriksson	Signe	NA	1
Lundman	Erik Albert	NA	1
Heüman	Carl August	NA	1
Eriksson	J. Georg	NA	1
Feldt	Knut	NA	1
Brandt	Knut Lambert	NA	1
NA	NA	Åberg, And W;Hansson, Jones Jon	1
Eriksson	Enok	NA	1
NA	NA	Eriksson, Christian;Kreuger, Nils	1
NA	NA	lantbrukare	1
Eriksson	Albert	NA	1
NA	NA	Erik den helige	1
Starck	Magnus	NA	1
Ericsson	Lars Magnus	NA	1
Ericson	Johan Erik	NA	1
NA	NA	i Vindeln];Ericsson, Harald	1
Ewald	Jesper	NA	1
NA	NA	Wilson, S. S.,;Högfeldt, Robert	1
Nordendahl	Einar	NA	1
Hambrævm	J	NA	1
NA	NA	Gyllander, Johannes Gustavus;Kylander, Andreas Fridericus;Broman, Laurentius	1
Hamilton	C.F	NA	1
Karlson	Nils Karl	NA	1
Erdtman	Elias Henrik	NA	1
Erdmann	Olof Axel Ferdinand	NA	1
Dittmer	Einar	NA	1
Engkvist	Olof (Olle) Theodor	NA	1
Engström	Sune Waldimir	NA	1
Engström	P	NA	1
Rosengren	Lars Fredrik	NA	1
Engström	Leander	NA	1
Engström	J G	NA	1
Jonsson	Josef Oscar Albert	NA	1
Henriques	Axel	NA	1
Lindstedt	Hjalmar	NA	1
Nilsson	Eva	NA	1
Liedholm	Knut Alvar	NA	1
Lunnæus	Herman Andreas	NA	1
Rubenius	Lars	NA	1
Kjellbeck	Achatius	NA	1
Wilskman	Gabriel Magnus	NA	1
Engeström	Gustaf von	NA	1
NA	NA	Weigel, Christian Ehrenfried,;Bergman, Torbern	1
Linnäs	Arvid	NA	1
Borgman	Carl Anders	NA	1
Indebetou	Govert Adolf	NA	1
Engelbrektsson Hallgren	Handelsbolaget	NA	1
Engel	Gustaf Axel Georg	NA	1
Uhlin	H	NA	1
Schée	Fritz	NA	1
Holmqvist	Albert	NA	1
Linder	John	NA	1
Hellenius	Isac	NA	1
NA	NA	f.Carlsson	1
Emanuel	Anund	NA	1
Strangh	Wilhelm	NA	1
Swab	Fredric	NA	1
Nordborg	Olof	NA	1
Fellenius	Anders	NA	1
Vallinus	Nicolaus O	NA	1
Fogström	Johan	NA	1
Wallin	Bror	NA	1
Elmqvist	Hugo	NA	1
NA	NA	Lannefors, Nils Albert;Lundeberg, Erik	1
Merrill	Francis Ellsworth	NA	1
Ellin	Nils Gustaf	NA	1
Thieme	A.H	NA	1
NA	NA	Atterbom, Ebba,;Zoccoli, Ettore	1
Koch	M. Eugénie	NA	1
Iversen	Th	NA	1
Jacobson	Nils Oskar Georg	NA	1
NA	NA	Björk, Ingeborg,;Almqvist, Bertil	1
Elfstrand	Jan Fredric	NA	1
Hultén	Axel W	NA	1
NA	NA	Stéenhoff, Frida,;Wägner, Elin	1
Elgqvist	Eric	NA	1
Söderberg	Carl Christian	NA	1
Englund	Claes Bertil	NA	1
Sundén	Olof	NA	1
Billström	Pehr	NA	1
NA	NA	Elert, Werner;Kinder, Ernst;Hübne·r, Friedrich;Maurer, Wilhelm	1
Gerken	H. S. A	NA	1
50 år. Historiken av Gösta Bodman	övriga innehållet av ingeniörer vid bolaget. Illustr	NA	1
Elander	Cecilia	NA	1
Pankratova	Anna Michajlovna	NA	1
Eronn	Lars	NA	1
NA	NA	Ujevic, Tin,;Tabak, Josip	1
NA	NA	Baars-Jelgersma, Greta;Molarius-Stamperius, M. J.	1
Debarge	Jacques	NA	1
Faramond	Lena de	NA	1
NA	NA	f. Holmgren];Ekström, Naima Katarina	1
Ekström	Signe Marika Charlotta	NA	1
Ekström	Signe Marika Charlotta af	NA	1
Ekström	Emil	NA	1
Egnell	Th	NA	1
Ekström	Vidar	NA	1
NA	NA	fil. dr	1
NA	NA	K , Sondén;K	1
Boye	Emil Gustaf	NA	1
Ekstrand 	Johan	NA	1
NA	NA	f.v.Walkendorff	1
Utterberg	Anton Fredrik	NA	1
Helland- Hansen	Björn	NA	1
Ekman	Sven Petrus	NA	1
Ekman	Johan Oscar	NA	1
NA	NA	Rørdam, Holger;Jungstedt, Kurt	1
NA	NA	Pettersson, Otto,;Trybom, Filip,;Schneider, G.;Björck, W.	1
NA	NA	Pettersson, Otto,;Trybom, Filip	1
Ekman	Emil	NA	1
Svanström	Nils	NA	1
Ramm	Anders Axel	NA	1
NA	NA	Eklundh, Bertil;Nilsson, Hjalmar;Carlsson, Carl Gottfrid Emanuel	1
Eskildsen	A	NA	1
NA	NA	Björnstjerna, Oscar Roger Magnus Theodor;Norlander, Axel P.	1
NA	NA	Runstedt, Axel Fredrik,;Söderberg, Natan	1
Crusius	Gottlob Christian	NA	1
Bengtson	Lars Wilhelm	NA	1
NA	NA	Magnusson, Carl Edvard;Öhrström, John A	1
Kallenberg	Bengt	NA	1
Carlsson	Pehr	NA	1
Kinberg	Johan Gustaf	NA	1
Tillæus	Pehr J	NA	1
Landin	John	NA	1
Vesterberg	Johan Axel	NA	1
Bæckman	Aino	NA	1
NA	NA	f. Lovén	1
Eklund	Augusta	NA	1
NA	NA	Charlier, Carl V. L.,;Hagström, Karl	1
NA	NA	Reuter, Ole Roger;Rosenius, Carin Valborg	1
NA	NA	Florin, Arvid Sten;Lundberg, Johan OskarMauritz	1
Örbo-Hansson	Gunnel	NA	1
Jonsson	TorWilliam	NA	1
NA	NA	Olof Arvid	1
Torgner	Lars	NA	1
Sebrelius	Christopher	NA	1
Nääf	Wilhelm Robert	NA	1
Walbom	Eric Göran	NA	1
Victorin	Andreas	NA	1
Ekerström	Eric	NA	1
Luut	Carl Johan	NA	1
NA	NA	Lithzenius, Peter Wilhelm,;Bergquist, C.;Aveelen, Johan van den	1
Löhngren	Pehr	NA	1
Biörkander	Jonas	NA	1
Öhman	Peter Alex	NA	1
Silvius	Elias A	NA	1
Brunckman	Clas Eric	NA	1
Hedenberg	Gustaf Adolf	NA	1
Mathesius	Matthias	NA	1
Dahl	Christopher Ericsson	NA	1
Högström	Pehr Petri	NA	1
Österman	Pehr Gustav	NA	1
Berger	Abraham	NA	1
Stecksenius	Jacob	NA	1
Biörklund	Sven	NA	1
Hedenstedt	Olof	NA	1
Varncke	Nicklas	NA	1
Falkenson	Olof	NA	1
Sebrelius	Olof	NA	1
Hydrén	Lars L	NA	1
Lönner	Lars	NA	1
NA	NA	Renmarck, Carl,;Linné, Carl von	1
Brun	Lars	NA	1
Stilman	Joh. Bengt	NA	1
Zetterling	Eric	NA	1
Forssell	Anders	NA	1
Svartz	Eric	NA	1
Brolin	Gabriel	NA	1
Wallwik	Nils	NA	1
Frigell	Lars	NA	1
Lundborg	Johan	NA	1
Lindblom	Olof	NA	1
Westerström	Johan E	NA	1
NA	NA	Hultman, Emmy;Häyrén, Ernst Fredrik;Sjöstedt, Carolus;Stjernvall, Einar;Takolander, Alfons;Wessman, V. E. V.;Österholm, John	1
NA	NA	Fleischer, Andreas;Hjelm-Larsen, Harald	1
Ekenstam	Israel af	NA	1
Ekenstam	Carl Theodor	NA	1
Maria Christina	f. Trolle	NA	1
Ekenmark	Maria Christina	NA	1
Landberg	Nils	NA	1
NA	NA	Nordenskjöld, Otto,;Ekelöf, Erik	1
Hök	Ivar	NA	1
Engfeldt	Nils Olof	NA	1
Thomasson	Pehr	NA	1
Ljunggren	Bror Hjalmar	NA	1
Berlin	Nils Johan	NA	1
Ekegren	Gigi	NA	1
NA	NA	Hedenius, Per Arvid Israel;Hedrén, Gunnar	1
Ekehorn	Johan Gustaf Johansson	NA	1
Hallman-Haggren	Britta	NA	1
NA	NA	Billvall-Lindeen, Gun,;Lundgren, Eva	1
Billvall-Lindeen	Gun Gunvor Maria	NA	1
f.Jonsson Bengtsson	Tyra	NA	1
NA	NA	f. Jonsson	1
Enghoff	Karl	NA	1
Söderman	Karl Agust	NA	1
Palme	Herman	NA	1
Erikson	Carl Gustaf Sigurd	NA	1
Sjöberg	Gertrud Maria Karolina	NA	1
Bergh	Knut	NA	1
Ekeberg	Anders Gustaf	NA	1
Kewenter	Johan Christopher	NA	1
Bergsten	Nils A	NA	1
Tidbeck	Andreas	NA	1
Glans	Oskar	NA	1
NA	NA	Beskow, Elsa,;Brehmer, Elisabeth,;Gellerstedt, Albert Theodor,;Nilsson, Paul,;Oterdahl, Jeanna,;Sandberg, K.E.;Synnergren, Maja	1
Lundborg	H	NA	1
Sondelius	Uno Natanael	NA	1
Lundhquist	G. A	NA	1
Kouchakji	Fahim	NA	1
Knoop	M	NA	1
NA	NA	Rodhe, Edvard,;Ysander, Torsten	1
Heiberg	Hans Herman Hiortdahl ]	NA	1
Gumælius	Otto Joël	NA	1
Odelberg	Herman	NA	1
NA	NA	Hammer, Christian,;Bukowski, Henryk	1
Barkman	Åke Wilhelm	NA	1
Japsen	Gottlieb	NA	1
Cedercreutz	Axel Carl Magnus	NA	1
Ehrensvärd	Carl Augustin	NA	1
NA	NA	Rosén, R.;Ehrensvärd, Augustin	1
Ehrenstolpe	Carl Henrik	NA	1
Ehrenschiöld	Nils	NA	1
NA	NA	f. Carlqvist	1
NA	NA	Karpe, Gösta,;Granström, Karl Otto	1
Davide	Hans	NA	1
Lönnerberg	Rob. Vil	NA	1
Eggers	Jakob von	NA	1
NA	NA	Rosenstein, Carl von,;Høst, Jens Kragh	1
NA	NA	earl of Ellesmere	1
Ahlstubbe	Johannes	NA	1
Klefbeck	Alarik	NA	1
Edward VIII	konung av England	NA	1
NA	NA	Gondesen, Elsa;Meyer-Lüne, Ilse	1
Svenonius	Olof Fredrik	NA	1
Sillén	Oskar	NA	1
Edström	Zacharias	NA	1
NA	NA	Lindberg Bernh	1
Edström	Johan	NA	1
Blomquist	Konrad Sixten	NA	1
Wiking	Paula	NA	1
Edquist	Märta	NA	1
NA	NA	Basenau-Goemans, Nora,;Borrebach, Hans	1
NA	NA	Hamberg, Nils Peter,;Swartz, Johan Gustaf	1
Gustafsson	Adolf	NA	1
Nycander	Sven Hilding	NA	1
Edholm	Edvard	NA	1
Edhlund	Ernst Gustaf	NA	1
NA	NA	Hildebrand, Karl,;Gering, Hugo	1
NA	NA	Wimmer, Ludvig Frans Adalbert;Finnur Jónsson	1
Fossler	Laurence	NA	1
Naumann	Hans	NA	1
Esmarch	Karl	NA	1
Gjessing	G. A	NA	1
Frye	W. E	NA	1
Bellows	H. A	NA	1
Gjellerup	Karl	NA	1
Bray	Oliver	NA	1
NA	NA	Resen, Peder Hansen,;Schimmelmann, Jacob	1
NA	NA	Björn Magnússon Ólsen	1
Waddell	Laurence Austin	NA	1
Burnet	P B	NA	1
Löfvenskiöld	Charles Emil	NA	1
NA	NA	Tommy;Stothart, Herbert	1
NA	NA	Crews,;Nils-Georg	1
NA	NA	Landgren;Hedeby	1
Rosenius	Martin Gabriel	NA	1
NA	NA	Ibn al-Wardi, <U+02BB>Umar,;Axelsson, Ephraim	1
Tägtström	E. J	NA	1
Geffroy	Auguste	NA	1
NA	NA	Herold	1
NA	NA	Saudek, Emil;Werfel, Franz	1
Balk	Lars	NA	1
Ellilä	E. J	NA	1
Bratt	Gustav	NA	1
Carlmark	Johan Peter	NA	1
Döbeln	Ernst von	NA	1
Petersson	Andreas	NA	1
NA	NA	Löfgren, Oscar,;Euringer, Sebastian	1
Ernström	Efraim Vilhelm	NA	1
Ehlers	Wilh	NA	1
NA	NA	Huss, Harald;Sundberg, Thure	1
NA	NA	Afzelius, Arvid August,;Geijer, Erik Gustaf,;Mohnike, Gottlieb Christian Friedrich	1
Viljanen	Lauri	NA	1
NA	NA	Fodor, Eugene,;Devlin, Lawrence R.;Sanborn, Frederic R. G.	1
NA	NA	Långfors, Artur;Söderhjelm, Werner	1
Schultze	Johan Reinhold	NA	1
NA	NA	Gardberg, Carl-Rudolf,;Lindberg, Ernst	1
NA	NA	Christiné, Henri,;Coldén, John	1
NA	NA	Mogk, Eugen;Reichardt, Konstantin;Vogt, Walther Heinrich	1
NA	NA	Mogk, Eugen;Reichardt, Konstantin;Heiermeier, Annie	1
NA	NA	Mogk, Eugen;Reichardt, Konstantin;Karg-Gasterstädt, Elisabeth	1
NA	NA	Reichardt, Konstantin;Mogk, Eugen	1
Berndtson	A	NA	1
Tarjanne	Toivo	NA	1
Gebhard	Hedvig	NA	1
NA	NA	Sundvallson, J. O.;Sahlin, A.	1
Ernst	Jean	NA	1
NA	NA	Hjertman, Carl Gustaf,;Böklin, Per Johan,;Galletti, Johann Georg August	1
Lindner	Roland	NA	1
NA	NA	Bore, Erik,;Johansson, Martin	1
Resenberg	Samuel	NA	1
Segerdahl	H. F	NA	1
NA	NA	Walles, J.;Belfrage, Sixten,;Furuskog, Jalmar.	1
Englund	Jakob Albert	NA	1
NA	NA	Johansson, Oscar Vilhelm;Johansson, A. W.	1
Grotenfelt	K	NA	1
Hansen	Gotthard von	NA	1
Hofsten	Nils von	NA	1
Grevillius	J. A	NA	1
Heggtveit	Hallvard Gunleikson	NA	1
Hagemeister	Emanuel Freidrich	NA	1
Liljeqvist	Werner	NA	1
Monsen	Erling	NA	1
NA	NA	Falk, Hugo,;Lindroth, Petter	1
Tigerstedt	M	NA	1
NA	NA	Wulff, D. H.;Nielsen, A. C.	1
Itkonen	Toivo Immanuel	NA	1
Posti	Lauri	NA	1
Bergmann	Friedrich Wilhelm	NA	1
NA	NA	Hvas, Brita;Wendt, Frantz	1
Hemlin	Erik	NA	1
Hamnström	C. Osc	NA	1
NA	NA	Gerling, Christian Ludwig;Schaefer, Clemens	1
NA	NA	Unger, C. R.;Munch, Peter Andreas	1
NA	NA	Möller, Hans;Ehrenzweig, Albert	1
NA	NA	Haavio, Jaakko;Paarma, Oskar	1
Grot	Jakov Karlovic	NA	1
NA	NA	Zetterlund, Carl Gustaf,;Jonsson, Wilh.	1
Warrens	R	NA	1
NA	NA	Brückner, Alexander,;Silfverstolpe, Carl	1
Eisenhofer	Ludwig	NA	1
Nilsson	Lars Fredrik	NA	1
Herrmann	Léon	NA	1
Joenpelto	Eeva	NA	1
NA	NA	Hurtig, Karl;Hurtig, Mansfield	1
Villat	Henry	NA	1
Lewis	Sinclair	NA	1
NA	NA	Zeydel, Edwin H.;Morgan, Bayard Quincy	1
NA	NA	Allerslev Jensen, Erik;Hansen, Robert L.	1
John	Katherine	NA	1
Horila	T	NA	1
Fogelström	Per Anders	NA	1
Dovring	Folke	NA	1
Vivie	M. Aurélien	NA	1
Jones	E. Stanley	NA	1
Karlson	William	NA	1
Kjellberg	Knut	NA	1
Gadebusch	Thomas Heinrich	NA	1
Löfgren	Erik	NA	1
NA	NA	Whitlock, Anna,;Ottelin, Odal,;Kjellberg, Knut	1
Schiemann	Theodor	NA	1
NA	NA	Åman, Hans Malte,;Blomstrand, Johan	1
Greiff Bravo	Luis de	NA	1
Lithander	Daniel	NA	1
Backman	Daniel	NA	1
Wegelius	Henric	NA	1
NA	NA	Billum, Marie;Bourghardt, M;Fernström, Annagreta;Juel, Karin,;Palm, Erik,;Reimers, Inger,;Rudolfsson, Marie Louise,;Sonesson, E.;Strömmerstedt, Margit	1
Lyth	Peter N	NA	1
Bartholdy	Georg Wilhelm	NA	1
Holmström	L. P	NA	1
NA	NA	Arngrímur Jónsson,;Gjessing, A.	1
McKay	Donald C	NA	1
NA	NA	Prästlistens historia i England och andra länder	1
Willebrand-Hollmérus	Margit von	NA	1
Högman	Christian	NA	1
NA	NA	Wallenius, Johan Fredric,;Radloff, Fredrik Wilhelm	1
Cervantes Saavedra	Miguel de	NA	1
Rääf	Leonhard Fredrik	NA	1
Hackzell	Nicolaus	NA	1
Greiffenhagen	O. von	NA	1
Grafström	Thor Frithiof	NA	1
Sundholm	Olof	NA	1
NA	NA	Newman, O. S.;Gardner, Frank M.	1
Svärdström	Svante	NA	1
Ruuth	M	NA	1
Landerbeck	Laurentius	NA	1
Lange	Johan	NA	1
Frigelius	Peter	NA	1
Alsing	Johan Diedrich	NA	1
Wiberg	Magnus	NA	1
Kraft	Andreas	NA	1
Gottmarck	Carolus	NA	1
Tibelius	Olof	NA	1
Noreen	Johan	NA	1
Rahm	Johan	NA	1
Flygare	Gustav	NA	1
Hjerpe	Johannes	NA	1
Harmaja	Leo	NA	1
NA	NA	Söderberg, Jöns;Fryxell, Fredricus;Nicolai, Carolus;Åström, Erico Gust.;Nolin, Samuel;Hagberg, Carolus Augustus;Wikland, Matthias Leonardus;Selggren, Jonas;Forssén, Johannes Olavus	1
NA	NA	Boström, Carolus Ludovicus;Arrhenius, Olaus	1
Koskimies	Rafael	NA	1
Palmén	J. Ph	NA	1
NA	NA	Tihomirov, B. P.;Kaart, Leonid	1
NA	NA	Huss, Frans J.,;Brendel, Franz	1
Lilius	Gustaf G	NA	1
Ståhle	Gabriel	NA	1
Hallenberg	Johan Henrich	NA	1
Malleen	Jacob	NA	1
Bartholin	Pehr Andersson	NA	1
Engström	Matthias	NA	1
Kekonius	Nils Johan	NA	1
Bergroth	Johan	NA	1
Holm	Gert	NA	1
